Rank	Title	Status	Study Results	Conditions	Interventions	Locations	URL
298	Efficacy,Safety and Tolerability of Dihydroartemisinin-Piperaquine for Uncomplicated Malaria in Pregnancy in Ghana	Completed	No Results Available	Pregnancy Complicated by Malaria as Antepartum Condition	Drug: artesunate-amodiaquine|Drug: Dihydroartemisinin-piperaquine	St.Michael's Hospital, Pramso, Kumasi, Ashanti Region, Ghana	https://ClinicalTrials.gov/show/NCT01231113
299	Improving the Efficacy of Experimental Malaria Vaccine AMA1-C1/Alhydrogel® (Registered Trademark)	Completed	No Results Available	Healthy Volunteer|HV	Drug: AMA1-C1/Alhydrogel + CpG 7909	National Institute of Allergy and Infectious Diseases (NIAID), 9000 Rockville Pi, Bethesda, Maryland, United States|University of Rochester, Rochester, New York, United States	https://ClinicalTrials.gov/show/NCT00340574
300	Efficacy of Artesunate + Amodiaquine Four Years After Its Introduction in Zanzibar	Suspended	No Results Available	Malaria	Drug: artesunate + amodiaquine	Kivunge Cottage Hospital, Kivunge, North A District, Zanzibar, Tanzania	https://ClinicalTrials.gov/show/NCT00465257
301	Efficacy of Sulfadoxine-Pyrimethamine for Treating Malaria in Gabonese Children	Terminated	No Results Available	Malaria	Drug: Sulfadoxine Pyrimethamine	Medical Research Unit of the Albert Schweitzer Hospital, Lambaréné, Moyen Ogooué, Gabon	https://ClinicalTrials.gov/show/NCT00453856
302	Efficacy of Artemisinin Combination Therapies for the Treatment of Uncomplicated P. Falciparum in Pregnancy in Brazil	Terminated	No Results Available	Malaria	Drug: Artemether-Lumefantrine|Drug: Mefloquine- Artesunate	Hospital Geral Maternidade de Cruzeiro do Sul, Cruzeiro do Sul, Acre, Brazil|Centro de Pesquisa em Patologias Tropicais, Porto Velho, Rondonia, Brazil	https://ClinicalTrials.gov/show/NCT01082731
303	Safety of and Immune Response to a Malaria Vaccine (MSP1 42-C1) With or Without CPG 7909 Adjuvant	Completed	No Results Available	Malaria	Biological: MSP1 42-C1/Alhydrogel|Biological: CPG 7909	Center for Immunization Research, Johns Hopkins University, Bloomberg School of Public Health, Washington, District of Columbia, United States	https://ClinicalTrials.gov/show/NCT00320658
304	Treatment of Uncomplicated Malaria in Benin	Completed	No Results Available	Uncomplicated Malaria	Drug: sulfadoxine-pyrimethamine|Drug: artemether-lumefantrine|Drug: amodiaquine-artesunate coformulation	Centre de santé, Allada, Benin	https://ClinicalTrials.gov/show/NCT00460369
305	Phase I Study of Safety and Immunogenicity of AMA1-C1Alhydrogel + CPG 7909 Vaccine for Malaria	Completed	No Results Available	Malaria	Drug: AMA1-C1/Alhydrogel + CPG 7909 Vaccine	Doneguebougou Malaria Vaccine Center, Doneguebougou, Mali	https://ClinicalTrials.gov/show/NCT00414336
306	Comparison of Arterolane-piperaquine Versus Arterolane-piperaquine+Mefloquine Versus Artemether-lumefantrine in Kenyan Children	Recruiting	No Results Available	Plasmodium Falciparum	Drug: Arterolane-piperaquine|Drug: Arterolane-piperaquine+mefloquine|Drug: Artemether-lumefantrine	Kilifi County Hospital, Kilifi, Kenya	https://ClinicalTrials.gov/show/NCT03452475
307	Quinine vs. Artemether/Lumefantrine in Uncomplicated Malaria During Pregnancy	Completed	No Results Available	Malaria	Drug: Quinine|Drug: artemether / lumefantrine	Epicentre, Mbarara, Mbarara District, Uganda	https://ClinicalTrials.gov/show/NCT00495508
308	Malaria Vaccine for Children in Mali	Completed	No Results Available	Malaria|Malaria Infection	Drug: AMA1-C1/Alhydrogel plus CPG 7909	Malaria Research and Training Center, Bamako, Mali	https://ClinicalTrials.gov/show/NCT00740090
309	Arsucam® (Artesunate + Amiodaquine) Efficacy and TOLerance	Completed	No Results Available	Malaria	Drug: Artesunate|Drug: Amodiaquine	Sanofi-Aventis, Yaounde, Cameroon|Sanofi-Aventis, Dakar, Senegal	https://ClinicalTrials.gov/show/NCT00445796
310	Efficacy and Safety of Amodiaquine and Amodiaquine-Artesunate	Unknown status	No Results Available	Malaria	Drug: amodiaquine-artesunate versus amodiaquine	University for Development Studies, Tamale, Northern Region, Ghana	https://ClinicalTrials.gov/show/NCT00238017
311	Efficacy and Safety of Dihydroartemisinin/Piperaquine (Artekin®) for the Treatment of Uncomplicated Malaria in Peru	Completed	No Results Available	Malaria	Drug: Dihydroartemisin-piperaquine|Drug: Mefloquine + Artesunate		https://ClinicalTrials.gov/show/NCT00373607
312	Phase 1 Clinical Trial With Controlled Human Malaria Infection (CHMI) to Evaluate the Safety and Efficacy of the Plasmodium Falciparum Vaccine Candidate FMP012 Administered Intramuscularly With AS01B Adjuvant System in Healthy Malaria-Naïve Adults	Completed	No Results Available	Malaria	Biological: FMP012 with AS01B adjuvant system|Other: P falciparum Controlled Human Malaria Infection (CHMI)	Clinical Trials Center, WRAIR, Silver Spring, Maryland, United States	https://ClinicalTrials.gov/show/NCT02174978
313	Safety and Efficacy Study of Artesunate and Mefloquin in Children With Uncomplicated Malaria	Completed	No Results Available	Malaria	Drug: artesunate and mefloquine	Centre Mère et Enfant, Fondation Chantal Biya, Yaounde, Cameroon	https://ClinicalTrials.gov/show/NCT00978172
314	Malaria Vaccine in Children in Mali	Completed	No Results Available	Malaria	Drug: AMA1-C1/Alhydrogel Malaria Vaccine	Bancoumana Clinical Trial Center, Bancoumana, Mali|Doneguebougou Malaria Vaccine Center, Doneguebougou, Mali	https://ClinicalTrials.gov/show/NCT00341250
315	Efficacy of Fosmidomycin-Clindamycin for Treating Malaria in Gabonese Children	Completed	No Results Available	Malaria	Drug: Fosmidomycin|Drug: clindamycin	Medical Research Unit, Lambaréné, Lambaréné, Moyen Ogooué, Gabon	https://ClinicalTrials.gov/show/NCT00214643
316	NMRC-M3V-Ad-PfCA Vaccine - Clinical Trial 1	Active, not recruiting	No Results Available	Plasmodium Falciparum	Biological: NMRC-M3V-Ad-PfCA|Biological: NMRC-MV-Ad-PfC, NMRC-MV-Ad-PfA	Naval Medical Research Center (NMRC) Clinical Trials Center, Bethesda, Maryland, United States	https://ClinicalTrials.gov/show/NCT00392015
317	Artesunate Plus Sulfadoxine-pyrimethamine Pharmacokinetics, Efficacy, Gametocytes Carriage and Birth Outcomes in Pregnant Women With Malaria	Terminated	No Results Available	Malaria	Drug: Artesunate plus sulfadoxine-pyrimethamine	Ndlavela Health Centre, Ndlavela, Maputo, Mozambique	https://ClinicalTrials.gov/show/NCT00331708
318	A Study to Determine the Effects of an Investigational Malaria Vaccine Given to Adults Living in the United States and Thereafter to Adults Living in Kenya	Completed	No Results Available	Malaria	Biological: Plasmodium falciparum Malaria Protein 010 (FMP010)	Department of Clinical Trials, WRAIR, Silver Spring, Maryland, United States|USAMRU-K/ KEMRI. Walter Reed Project, Kombewa, Kisumu, Nyanza Province, Kenya	https://ClinicalTrials.gov/show/NCT00666380
319	Efficacy and Safety of Sulphadoxine-pyrimethamine and Amodiaquine in Ghanaian Pregnant Women	Completed	No Results Available	Malaria|Pregnancy	Drug: Amodiaquine|Drug: Sulphadoxine-pyrimethamine|Drug: Chloroquine		https://ClinicalTrials.gov/show/NCT00131703
320	Kintampo Trial of Combination Therapy for Malaria	Completed	No Results Available	Malaria	Drug: artesunate-amodiaquine|Drug: coartem|Drug: artesunate-lapdap	Kintampo Health Research Centre, Kintampo, Brong Ahafo Region, Ghana	https://ClinicalTrials.gov/show/NCT00119145
321	Safety of Artemether - Lumefantrine, and Other Malaria Drugs and Their Effect on the Auditory Function	Terminated	No Results Available	Malaria|Falciparum	Drug: Artemether-lumefantrine		https://ClinicalTrials.gov/show/NCT00386750
322	Artesunate Plus Amodiaquine in Malaria in Cote d'Ivoire	Completed	No Results Available	Malaria	Drug: Artesunate + Amodiaquine	Investigational Site Number 1, Agboville district, Côte D'Ivoire	https://ClinicalTrials.gov/show/NCT01023399
323	Experimental Vaccine for Malaria	Completed	No Results Available	Malaria	Drug: AMA1/Alhydrogel	National Institutes of Health Clinical Center, 9000 Rockville Pike, Bethesda, Maryland, United States	https://ClinicalTrials.gov/show/NCT00114010
324	Evaluation of Potential Effect of Artemether - Lumefantrine and Malaria Drugs on Auditory Function	Completed	Has Results	Malaria|Falciparum	Drug: Artesunate-mefloquine|Drug: Atovaquone-proguanil|Drug: Artemether-lumefantrine	Novartis Investigational Site, Tumaco, Colombia	https://ClinicalTrials.gov/show/NCT00444106
325	Diagnostic and Prognostic Biomarkers for Childhood Bacterial Pneumonia	Recruiting	No Results Available	Pneumonia, Bacterial|Viral Infection|Clinical Pneumonia|Plasmodium Falciparum Malaria|Malaria|Infections, Respiratory		Boston University School of Public Health, Boston, Massachusetts, United States|Basse Field Station, Medical Research Council Gambia Unit, Basse Santa Su, URR, Gambia|Laboratory of Transnational Immunology, UMC Utrecht, Utrecht, Netherlands	https://ClinicalTrials.gov/show/NCT03996967
326	Insecticide Treated Polyethylene Sheeting for Prevention of Malaria in Emergencies	Completed	No Results Available	Malaria	Other: Insecticide Treated Polyethylene Sheeting|Other: Untreated Plastic Sheeting	The Mentor Initiative, Freetown, Sierra Leone	https://ClinicalTrials.gov/show/NCT01456858
327	Artemisinin Resistance in Bangladesh	Completed	No Results Available	Malaria	Drug: Artesunate|Drug: quinine-doxycycline	Bandarban Sadar Hospital, Bandarban Sadar, Bandarban, Bangladesh	https://ClinicalTrials.gov/show/NCT00639873
328	Improving Anti-malarial Treatment Options in Guinea-Bissau - Part A	Unknown status	No Results Available	Malaria	Drug: Artemether-lumefantrine|Drug: Dihydroartemisinin-piperaquine	Bandim Health Project, Bissau, Guinea-Bissau	https://ClinicalTrials.gov/show/NCT01704508
329	Double-blind Study of Safety and Immunogenicity of Two Candidate Malaria Vaccines in Gabonese Children	Completed	No Results Available	Malaria	Biological: GSK Biologicals' candidate Plasmodium falciparum malaria vaccine 257049	GSK Investigational Site, Lambaréné, Gabon	https://ClinicalTrials.gov/show/NCT00307021
330	Study of Safety, Immunogenicity and Efficacy of a Candidate Malaria Vaccine in Tanzanian Infants	Completed	Has Results	Malaria	Biological: RTS,S/AS02D|Biological: Engerix-B®|Biological: TETRActHib™	GSK Investigational Site, Dar-es-Salaam, Tanzania	https://ClinicalTrials.gov/show/NCT00289185
331	Evaluate Parasitological Clearance Rates And Pharmacokinetics Of The Combination Of Azithromycin And Chloroquine In Asymptomatic Pregnant Women With Falciparum Parasitemia In Africa	Terminated	Has Results	Asymptomatic Parasitemia In Pregnancy	Drug: Azithromycin plus chloroquine	Centre de Sante d'AHOUANSORI -AGUE, Cotonou, Benin|Hôpital Bethesda, Cotonou, Benin|Siaya District Hospital, Siaya, Kenya|Zomba Central Hospital, Zomba, Malawi|Teule Hospital, Muheza, Tanga, Tanzania|National Institute for Medical Research (Mwanza Centre)/ Nyamagana District Hospital, Mwanza, Tanzania|Mulanda Health Centre IV, Kampala, Uganda	https://ClinicalTrials.gov/show/NCT01103713
332	Partially-blind (Observer-blind) Study of Safety and Immunogenicity of Two Malaria Vaccines in Ghanaian Children	Completed	Has Results	Malaria	Biological: GSK Biologicals' candidate Plasmodium falciparum malaria vaccine 257049|Biological: Rabipur	GSK Investigational Site, Kintampo, Ghana|GSK Investigational Site, Kumasi, Ghana	https://ClinicalTrials.gov/show/NCT00360230
333	Optimal Fluid Management in Adult Severe Malaria	Completed	No Results Available	Malaria|Sepsis		Chittagong Medical College Hosiptal, Chittagong, Bangladesh	https://ClinicalTrials.gov/show/NCT01936766
334	ACT for the Home Management in Malagasy Children	Completed	No Results Available	Fever|Suspected Malaria	Drug: Artesunate + Amodiaquine Fixed Dose Combination (CoArsucam)	Institut Pasteur, Paris, France	https://ClinicalTrials.gov/show/NCT00612547
335	Apheresis to Obtain Plasma and White Blood Cells in Malies	Withdrawn	No Results Available	Malaria			https://ClinicalTrials.gov/show/NCT01511601
336	Phase II Artesunate Study in Severe Malaria	Completed	No Results Available	Malaria	Drug: Artesunate	Albert Schweitzer Hospital, Lambaréné, Gabon|Universite de Medecine et Science de la Sante, Libreville, Gabon|Queen Elizabeth Central Hospital, Blantyre, Malawi	https://ClinicalTrials.gov/show/NCT00522132
337	Immune Parameters in the Cord Blood of Newborns Exposed to Malaria in the Womb	Completed	No Results Available	Malaria		Malaria Research and Training Center, Bamako, Mali	https://ClinicalTrials.gov/show/NCT00772642
