orf	target	blast_score	hmmer_score	expect	evalue
Pf3D7_01_v3-3-396408-403415	CHEMBL3038473	40.8	108.0	0.005	0.000000000000000000000000000000074
Pf3D7_01_v3-3-396408-403415	CHEMBL3675	46.2	65.0	0.00009	0.00000000000000000067
Pf3D7_01_v3-3-396408-403415	CHEMBL4386	42.4	58.3	0.001	0.000000000000000075
Pf3D7_01_v3-3-396408-403415	CHEMBL1932907	43.1	58.0	0.0008	0.000000000000000087
Pf3D7_01_v3-3-46320-46667	CHEMBL3137276	29.3	17.4	0.16	0.0015
Pf3D7_01_v3-3-46320-46667	CHEMBL1796	26.6	14.6	1.4	0.011
Pf3D7_01_v3-3-46320-46667	CHEMBL4149	29.6	13.2	0.11	0.029
Pf3D7_01_v3-3-542646-546980	CHEMBL1795109	43.5	93.2	0.0003	0.0000000000000000000000000034
Pf3D7_01_v3-3-542646-546980	CHEMBL2111411	54.3	91.6	0.00000009	0.0000000000000000000000000098
Pf3D7_01_v3-3-550818-551384	CHEMBL269	31.2	15.1	0.12	0.0069
Pf3D7_01_v3-3-551520-551729	CHEMBL6021	27.3	13.0	0.18	0.045
Pf3D7_01_v3-3-551520-551729	CHEMBL2520	26.9	7.0	0.28	3.6
Pf3D7_01_v3-3-551520-551729	CHEMBL1075023	26.6	6.3	0.42	6
Pf3D7_01_v3-3-554211-554372	CHEMBL5159	31.6	12.7	0.003	0.081
Pf3D7_01_v3-3-595317-596270	CHEMBL2856	31.6	12.1	0.20	0.041
Pf3D7_01_v3-3-595317-596270	CHEMBL1667675	31.6	11.9	0.20	0.046
Pf3D7_01_v3-3-595317-596270	CHEMBL2529	31.6	11.9	0.21	0.048
Pf3D7_01_v3-3-595317-596270	CHEMBL5958	30.4	11.6	0.44	0.057
Pf3D7_01_v3-3-595317-596270	CHEMBL4090	30.4	11.6	0.44	0.057
Pf3D7_01_v3-3-604446-605528	CHEMBL2391	37.0	12.3	0.006	0.028
Pf3D7_01_v3-3-614205-614399	CHEMBL1075180	29.6	13.3	0.026	0.039
Pf3D7_01_v3-3-619245-619409	CHEMBL2111374	23.5	12.7	3.1	0.06
Pf3D7_01_v3-3-629142-629315	CHEMBL5080	29.3	13.8	0.027	0.03
Pf3D7_01_v3-3-67398-67592	CHEMBL5297	33.1	13.5	0.002	0.035
Pf3D7_01_v3-3-67398-67592	CHEMBL3619	32.3	12.7	0.003	0.06
Pf3D7_01_v3-3-67398-67592	CHEMBL2459	30.8	10.7	0.010	0.26
Pf3D7_01_v3-3-6768-7052	CHEMBL2362994	34.3	14.0	0.002	0.016
Pf3D7_01_v3-3-8196-8672	CHEMBL4814	32.0	15.1	0.047	0.0078
Pf3D7_01_v3-3-8196-8672	CHEMBL3066	32.0	14.9	0.047	0.0087
Pf3D7_01_v3-3-8196-8672	CHEMBL2096	31.6	13.2	0.069	0.028
Pf3D7_01_v3-3-83247-83441	CHEMBL4090	26.6	13.2	0.30	0.047
Pf3D7_01_v3-3-83247-83441	CHEMBL5958	26.6	13.0	0.30	0.054
Pf3D7_01_v3-4-108399-107758	CHEMBL5366	35.0	13.7	0.008	0.012
Pf3D7_01_v3-4-108399-107758	CHEMBL3300	36.6	13.2	0.002	0.017
Pf3D7_01_v3-4-108399-107758	CHEMBL1681623	26.9	12.9	2.9	0.021
Pf3D7_01_v3-4-108399-107758	CHEMBL5834	28.5	12.0	1.0	0.04
Pf3D7_01_v3-4-120981-119218	CHEMBL3038485	43.9	263.5	0.00007	0.0000000000000000000000000000000000000000000000000000000000000000000000000000015
Pf3D7_01_v3-4-120981-119218	CHEMBL4632	44.7	261.3	0.00004	0.0000000000000000000000000000000000000000000000000000000000000000000000000000075
Pf3D7_01_v3-4-120981-119218	CHEMBL2364022	44.7	260.5	0.00004	0.000000000000000000000000000000000000000000000000000000000000000000000000000013
Pf3D7_01_v3-4-120981-119218	CHEMBL2985	44.3	260.4	0.00007	0.000000000000000000000000000000000000000000000000000000000000000000000000000014
Pf3D7_01_v3-4-120981-119218	CHEMBL4576	44.3	130.1	0.00005	0.000000000000000000000000000000000000038
Pf3D7_01_v3-4-120981-119218	CHEMBL6085	44.3	129.5	0.00004	0.000000000000000000000000000000000000058
Pf3D7_01_v3-4-120981-119218	CHEMBL6148	43.9	121.5	0.00005	0.000000000000000000000000000000000016
Pf3D7_01_v3-4-120981-119218	CHEMBL2497	45.4	117.5	0.00002	0.00000000000000000000000000000000026
Pf3D7_01_v3-4-120981-119218	CHEMBL1697676	45.8	114.2	0.00002	0.0000000000000000000000000000000026
Pf3D7_01_v3-4-120981-119218	CHEMBL2125	43.9	109.8	0.00005	0.000000000000000000000000000000055
Pf3D7_01_v3-4-122466-122281	CHEMBL1795115	24.6	13.2	1.3	0.042
Pf3D7_01_v3-4-122466-122281	CHEMBL3526	25.0	13.2	1.1	0.042
Pf3D7_01_v3-4-123045-122872	CHEMBL3962	25.4	6.5	0.71	6.7
Pf3D7_01_v3-4-123858-123592	CHEMBL4791	30.8	7.0	0.021	3.4
Pf3D7_01_v3-4-123858-123592	CHEMBL5886	31.6	6.4	0.013	5.2
Pf3D7_01_v3-4-133764-133597	CHEMBL1075307	22.7	11.9	5.2	0.11
Pf3D7_01_v3-4-139386-134356	CHEMBL5505	37.4	11.3	0.024	0.015
Pf3D7_01_v3-4-160938-160669	CHEMBL3048	28.5	12.2	0.18	0.07
Pf3D7_01_v3-4-160938-160669	CHEMBL298	27.7	12.0	0.34	0.078
Pf3D7_01_v3-4-160938-160669	CHEMBL3038460	23.5	7.0	7.7	3
Pf3D7_01_v3-4-171372-171154	CHEMBL2382	38.5	45.6	0.00003	0.0000000000023
Pf3D7_01_v3-4-171372-171154	CHEMBL5898	40.8	43.8	0.000004	0.0000000000086
Pf3D7_01_v3-4-171372-171154	CHEMBL2062355	40.8	43.8	0.000003	0.0000000000087
Pf3D7_01_v3-4-177198-177004	CHEMBL1916	25.4	13.7	0.92	0.032
Pf3D7_01_v3-4-177198-177004	CHEMBL2363965	23.1	11.8	5.4	0.12
Pf3D7_01_v3-4-20637-20455	CHEMBL2534	27.7	13.5	0.096	0.035
Pf3D7_01_v3-4-218589-218380	CHEMBL5920	23.5	8.9	5.4	0.91
Pf3D7_01_v3-4-226899-226684	CHEMBL3284	24.3	6.4	3.5	5.3
Pf3D7_01_v3-4-226899-226684	CHEMBL3158	24.3	6.2	3.5	6.3
Pf3D7_01_v3-4-263091-262942	CHEMBL4205	27.7	10.1	0.071	0.42
Pf3D7_01_v3-4-263091-262942	CHEMBL1667686	25.0	7.0	0.77	4.3
Pf3D7_01_v3-4-265950-265768	CHEMBL2364022	25.4	12.4	0.82	0.056
Pf3D7_01_v3-4-304515-304177	CHEMBL3137275	26.9	15.9	0.90	0.0053
Pf3D7_01_v3-4-329343-328825	CHEMBL5605	39.7	187.4	0.0001	0.000000000000000000000000000000000000000000000000000000067
Pf3D7_01_v3-4-329343-328825	CHEMBL2720	38.5	183.4	0.0003	0.0000000000000000000000000000000000000000000000000000011
Pf3D7_01_v3-4-329343-328825	CHEMBL2362993	153	182.7	0.000000000000000000000000000000000000000000000007	0.0000000000000000000000000000000000000000000000000000018
Pf3D7_01_v3-4-329343-328825	CHEMBL5604	37.7	178.3	0.0004	0.000000000000000000000000000000000000000000000000000043
Pf3D7_01_v3-4-329343-328825	CHEMBL5051	39.3	176.8	0.0001	0.00000000000000000000000000000000000000000000000000012
Pf3D7_01_v3-4-329343-328825	CHEMBL3631	77.0	147.1	0.000000000000000004	0.00000000000000000000000000000000000000000017
Pf3D7_01_v3-4-329343-328825	CHEMBL2363135	43.1	141.7	0.000005	0.0000000000000000000000000000000000000000073
Pf3D7_01_v3-4-329343-328825	CHEMBL4148	43.1	141.7	0.000005	0.0000000000000000000000000000000000000000073
Pf3D7_01_v3-4-329343-328825	CHEMBL2362989	30.0	124.2	0.18	0.0000000000000000000000000000000000018
Pf3D7_01_v3-4-329343-328825	CHEMBL2362994	36.6	95.4	0.001	0.0000000000000000000000000013
Pf3D7_01_v3-4-345213-345049	CHEMBL2391	26.2	13.2	0.30	0.045
Pf3D7_01_v3-4-362052-361846	CHEMBL2111478	28.5	11.8	0.069	0.1
Pf3D7_01_v3-4-364260-363958	CHEMBL5340	28.9	14.8	0.15	0.01
Pf3D7_01_v3-4-372708-371818	CHEMBL5117	118	374.1	0.00000000000000000000000000000004	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000019
Pf3D7_01_v3-4-372708-371818	CHEMBL2662	122	362.3	0.0000000000000000000000000000000007	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000075
Pf3D7_01_v3-4-372708-371818	CHEMBL5369	106	359.4	0.000000000000000000000000001	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000057
Pf3D7_01_v3-4-372708-371818	CHEMBL1075153	55.8	266.2	0.000000002	0.00000000000000000000000000000000000000000000000000000000000000000000000000000014
Pf3D7_01_v3-4-372708-371818	CHEMBL6025	57.4	248.4	0.0000000006	0.000000000000000000000000000000000000000000000000000000000000000000000000037
Pf3D7_01_v3-4-372708-371818	CHEMBL2110	59.3	232.6	0.0000000001	0.0000000000000000000000000000000000000000000000000000000000000000000024
Pf3D7_01_v3-4-386361-386137	CHEMBL5067	25.8	12.2	0.84	0.077
Pf3D7_01_v3-4-415230-415066	CHEMBL1075138	32.0	17.0	0.003	0.0027
Pf3D7_01_v3-4-415230-415066	CHEMBL2146355	31.6	16.6	0.004	0.0038
Pf3D7_01_v3-4-415719-415522	CHEMBL1075230	26.9	15.3	0.23	0.013
Pf3D7_01_v3-4-416082-415927	CHEMBL4588	23.1	14.1	3.7	0.028
Pf3D7_01_v3-4-421386-421123	CHEMBL2932	34.3	10.6	0.001	0.3
Pf3D7_01_v3-4-421830-421645	CHEMBL1255161	25.8	11.6	0.64	0.12
Pf3D7_01_v3-4-421830-421645	CHEMBL5180	25.4	10.4	0.70	0.27
Pf3D7_01_v3-4-421830-421645	CHEMBL2969	25.4	10.1	0.70	0.35
Pf3D7_01_v3-4-423063-422905	CHEMBL5515	24.6	12.0	1.1	0.095
Pf3D7_01_v3-4-423063-422905	CHEMBL5395	32.0	12.0	0.002	0.096
Pf3D7_01_v3-4-423063-422905	CHEMBL1744528	23.9	11.6	2.2	0.13
Pf3D7_01_v3-4-423063-422905	CHEMBL1982	23.5	11.6	2.3	0.13
Pf3D7_01_v3-4-423063-422905	CHEMBL1886	23.5	11.6	2.4	0.13
Pf3D7_01_v3-4-427713-423067	CHEMBL3137274	233	466.5	0.00000000000000000000000000000000000000000000000000000000000004	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000006
Pf3D7_01_v3-4-427713-423067	CHEMBL4807	261	451.3	0.00000000000000000000000000000000000000000000000000000000000000000000000003	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000025
Pf3D7_01_v3-4-427713-423067	CHEMBL1944495	228	440.5	0.000000000000000000000000000000000000000000000000000000000001	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000043
Pf3D7_01_v3-4-427713-423067	CHEMBL2364103	227	423.6	0.000000000000000000000000000000000000000000000000000000000002	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000054
Pf3D7_01_v3-4-427713-423067	CHEMBL5780	236	405.5	0.0000000000000000000000000000000000000000000000000000000000000005	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000015
Pf3D7_01_v3-4-427713-423067	CHEMBL1932909	246	403.9	0.0000000000000000000000000000000000000000000000000000000000000000005	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000048
Pf3D7_01_v3-4-427713-423067	CHEMBL1914271	224	395.7	0.0000000000000000000000000000000000000000000000000000000000003	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000014
Pf3D7_01_v3-4-427713-423067	CHEMBL2007628	225	395.7	0.0000000000000000000000000000000000000000000000000000000000009	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000014
Pf3D7_01_v3-4-427713-423067	CHEMBL2667	255	393.0	0.000000000000000000000000000000000000000000000000000000000000000000001	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000094
Pf3D7_01_v3-4-427713-423067	CHEMBL2361	217	326.5	0.000000000000000000000000000000000000000000000000000000000008	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001
Pf3D7_01_v3-4-435345-435196	CHEMBL2111478	24.6	9.4	0.93	0.59
Pf3D7_01_v3-4-435345-435196	CHEMBL1293296	27.3	8.3	0.11	1.4
Pf3D7_01_v3-4-435345-435196	CHEMBL5331	26.2	7.8	0.27	2.1
Pf3D7_01_v3-4-440469-439894	CHEMBL3183	67.8	143.4	0.000000000000008	0.0000000000000000000000000000000000000000022
Pf3D7_01_v3-4-440469-439894	CHEMBL2342	38.5	95.4	0.0003	0.0000000000000000000000000011
Pf3D7_01_v3-4-440469-439894	CHEMBL3211	37.0	94.1	0.001	0.0000000000000000000000000028
Pf3D7_01_v3-4-440469-439894	CHEMBL1795191	38.9	93.7	0.0002	0.0000000000000000000000000036
Pf3D7_01_v3-4-440469-439894	CHEMBL3727	26.9	69.2	2.3	0.00000000000000000012
Pf3D7_01_v3-4-440469-439894	CHEMBL3056	25.8	65.1	5.7	0.0000000000000000022
Pf3D7_01_v3-4-445098-444898	CHEMBL4312	25.8	14.2	0.63	0.028
Pf3D7_01_v3-4-479151-478993	CHEMBL5360	25.4	13.1	0.53	0.037
Pf3D7_01_v3-4-484008-483730	CHEMBL6090	30.0	14.1	0.044	0.023
Pf3D7_01_v3-4-484008-483730	CHEMBL5322	30.0	14.0	0.044	0.023
Pf3D7_01_v3-4-484008-483730	CHEMBL3179	30.0	14.0	0.044	0.024
Pf3D7_01_v3-4-496371-496216	CHEMBL2026	27.7	13.1	0.083	0.04
Pf3D7_01_v3-4-496371-496216	CHEMBL4259	25.4	6.9	0.44	3.8
Pf3D7_01_v3-4-517428-517150	CHEMBL1921661	26.6	13.8	0.71	0.026
Pf3D7_01_v3-4-528249-528085	CHEMBL2331065	26.6	15.2	0.12	0.012
Pf3D7_01_v3-4-528249-528085	CHEMBL3724	25.0	14.0	0.50	0.027
Pf3D7_01_v3-4-554715-554443	CHEMBL2362997	25.4	10.1	2.1	0.36
Pf3D7_01_v3-4-578139-577990	CHEMBL3770	25.0	13.7	0.58	0.034
Pf3D7_01_v3-4-578139-577990	CHEMBL5377	24.6	13.4	0.83	0.043
Pf3D7_01_v3-4-578139-577990	CHEMBL2823	24.6	13.4	0.86	0.043
Pf3D7_01_v3-4-581916-581551	CHEMBL3563	27.7	11.1	0.54	0.16
Pf3D7_01_v3-4-583644-583459	CHEMBL3068	27.7	14.2	0.13	0.024
Pf3D7_01_v3-4-605637-605455	CHEMBL5750	24.6	11.6	1.3	0.11
Pf3D7_01_v3-4-605637-605455	CHEMBL4158	24.6	5.7	1.5	8.7
Pf3D7_01_v3-4-617811-617656	CHEMBL2169734	25.0	15.1	0.59	0.0083
Pf3D7_01_v3-4-633150-632965	CHEMBL2111426	23.9	13.0	2.8	0.04
Pf3D7_01_v3-4-72102-71923	CHEMBL2653	27.3	9.2	0.17	0.85
Pf3D7_01_v3-4-72102-71923	CHEMBL5945	28.1	8.6	0.087	1.3
Pf3D7_01_v3-4-76293-75985	CHEMBL6110	26.9	12.5	0.65	0.055
Pf3D7_01_v3-4-91080-90931	CHEMBL2176798	21.9	12.0	8.4	0.1
Pf3D7_01_v3-5-146441-143643	CHEMBL3886	35.4	12.2	0.049	0.014
Pf3D7_01_v3-5-147794-147618	CHEMBL3774	25.0	14.3	1.0	0.019
Pf3D7_01_v3-5-147794-147618	CHEMBL3778	25.0	14.1	1.1	0.023
Pf3D7_01_v3-5-170606-170385	CHEMBL5898	106	151.5	0.000000000000000000000000000007	0.0000000000000000000000000000000000000000000019
Pf3D7_01_v3-5-170606-170385	CHEMBL2062355	106	151.4	0.000000000000000000000000000007	0.0000000000000000000000000000000000000000000019
Pf3D7_01_v3-5-170606-170385	CHEMBL2382	83.6	134.9	0.000000000000000000002	0.00000000000000000000000000000000000000027
Pf3D7_01_v3-5-170855-170661	CHEMBL5898	54.3	76.2	0.00000000005	0.00000000000000000000057
Pf3D7_01_v3-5-170855-170661	CHEMBL2062355	54.3	76.1	0.00000000005	0.00000000000000000000062
Pf3D7_01_v3-5-170855-170661	CHEMBL2382	47.8	70.9	0.00000001	0.000000000000000000025
Pf3D7_01_v3-5-176960-176796	CHEMBL4557	23.9	8.6	1.9	1.4
Pf3D7_01_v3-5-185072-184884	CHEMBL2157852	30.8	14.6	0.011	0.015
Pf3D7_01_v3-5-185072-184884	CHEMBL2363032	31.2	11.0	0.008	0.21
Pf3D7_01_v3-5-19880-19578	CHEMBL2534	28.5	13.0	0.18	0.041
Pf3D7_01_v3-5-217220-217011	CHEMBL239	25.0	13.1	1.2	0.033
Pf3D7_01_v3-5-235646-235491	CHEMBL1681610	25.0	13.2	0.71	0.042
Pf3D7_01_v3-5-25826-25503	CHEMBL229	29.6	12.4	0.087	0.057
Pf3D7_01_v3-5-259739-259563	CHEMBL2096904	22.7	13.9	5.5	0.028
Pf3D7_01_v3-5-261935-260661	CHEMBL2111427	172	546.3	0.00000000000000000000000000000000000000000000000004	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000019
Pf3D7_01_v3-5-266102-265494	CHEMBL4818	56.6	245.5	0.0000000006	0.00000000000000000000000000000000000000000000000000000000000000000000000013
Pf3D7_01_v3-5-266102-265494	CHEMBL2077	59.3	245.4	0.00000000007	0.00000000000000000000000000000000000000000000000000000000000000000000000015
Pf3D7_01_v3-5-266102-265494	CHEMBL4427	59.3	245.4	0.00000000007	0.00000000000000000000000000000000000000000000000000000000000000000000000015
Pf3D7_01_v3-5-266102-265494	CHEMBL1988	54.7	242.6	0.000000003	0.0000000000000000000000000000000000000000000000000000000000000000000000011
Pf3D7_01_v3-5-266102-265494	CHEMBL3910	30.8	106.8	0.19	0.00000000000000000000000000000041
Pf3D7_01_v3-5-266102-265494	CHEMBL1075275	37.4	98.3	0.002	0.00000000000000000000000000017
Pf3D7_01_v3-5-269585-269316	CHEMBL2608	25.8	7.1	1.5	3
Pf3D7_01_v3-5-27119-26742	CHEMBL4450	28.5	13.6	0.37	0.025
Pf3D7_01_v3-5-272162-271929	CHEMBL2096904	23.9	13.4	4.3	0.04
Pf3D7_01_v3-5-272162-271929	CHEMBL1293189	23.9	13.2	4.2	0.045
Pf3D7_01_v3-5-272162-271929	CHEMBL2322	23.9	13.2	4.2	0.047
Pf3D7_01_v3-5-272162-271929	CHEMBL5001	23.9	13.0	4.2	0.052
Pf3D7_01_v3-5-272162-271929	CHEMBL4230	23.9	12.0	4.3	0.11
Pf3D7_01_v3-5-287939-287754	CHEMBL2520	25.4	6.6	0.88	5.6
Pf3D7_01_v3-5-29624-29397	CHEMBL2096683	30.8	15.1	0.014	0.0087
Pf3D7_01_v3-5-309272-305121	CHEMBL3584	60.8	703.8	0.000000002	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000017
Pf3D7_01_v3-5-309272-305121	CHEMBL5752	72.8	689.4	0.0000000000004	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000038
Pf3D7_01_v3-5-309272-305121	CHEMBL1908382	66.2	651.9	0.00000000004	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000078
Pf3D7_01_v3-5-309272-305121	CHEMBL1795192	62.0	636.2	0.0000000007	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000042
Pf3D7_01_v3-5-309272-305121	CHEMBL5751	67.0	620.8	0.00000000002	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000019
Pf3D7_01_v3-5-309272-305121	CHEMBL2111472	66.6	535.0	0.00000000003	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000014
Pf3D7_01_v3-5-309272-305121	CHEMBL1293224	70.1	529.3	0.000000000003	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000078
Pf3D7_01_v3-5-321749-321591	CHEMBL1667675	23.9	10.1	1.8	0.32
Pf3D7_01_v3-5-321749-321591	CHEMBL2856	23.9	10.0	1.8	0.33
Pf3D7_01_v3-5-321749-321591	CHEMBL5058	24.3	7.8	1.6	1.7
Pf3D7_01_v3-5-321749-321591	CHEMBL4090	23.9	7.4	2.1	2.4
Pf3D7_01_v3-5-321749-321591	CHEMBL5958	23.9	7.2	2.0	2.6
Pf3D7_01_v3-5-321749-321591	CHEMBL2529	23.9	6.8	2.0	3.6
Pf3D7_01_v3-5-328775-328608	CHEMBL2362993	38.5	59.9	0.00001	0.000000000000000077
Pf3D7_01_v3-5-341468-341298	CHEMBL2364096	28.9	13.9	0.039	0.026
Pf3D7_01_v3-5-343406-343251	CHEMBL1861	22.7	6.6	4.6	6.1
Pf3D7_01_v3-5-345482-345141	CHEMBL2110	26.9	7.2	0.95	3.1
Pf3D7_01_v3-5-348332-348057	CHEMBL2042	29.6	6.9	0.059	4.3
Pf3D7_01_v3-5-359096-358944	CHEMBL2111329	25.0	6.5	0.74	6.5
Pf3D7_01_v3-5-365612-365436	CHEMBL2363032	25.4	6.2	0.65	6.4
Pf3D7_01_v3-5-365612-365436	CHEMBL2363032	24.6	6.2	1.5	6.4
Pf3D7_01_v3-5-39923-38985	CHEMBL2529	33.9	14.7	0.041	0.0067
Pf3D7_01_v3-5-39923-38985	CHEMBL5958	33.5	14.6	0.047	0.007
Pf3D7_01_v3-5-39923-38985	CHEMBL4090	33.5	14.6	0.046	0.007
Pf3D7_01_v3-5-39923-38985	CHEMBL2856	33.9	14.4	0.040	0.0083
Pf3D7_01_v3-5-39923-38985	CHEMBL1667675	33.9	14.4	0.040	0.0084
Pf3D7_01_v3-5-39923-38985	CHEMBL5058	33.5	13.8	0.055	0.012
Pf3D7_01_v3-5-415241-413763	CHEMBL2111410	197	651.7	0.0000000000000000000000000000000000000000000000000000000002	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000032
Pf3D7_01_v3-5-415241-413763	CHEMBL5829	36.6	284.0	0.012	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000096
Pf3D7_01_v3-5-415241-413763	CHEMBL3038473	35.0	174.6	0.037	0.0000000000000000000000000000000000000000000000000014
Pf3D7_01_v3-5-415241-413763	CHEMBL2111368	39.3	161.5	0.002	0.000000000000000000000000000000000000000000000014
Pf3D7_01_v3-5-415241-413763	CHEMBL3038478	31.6	125.7	0.36	0.00000000000000000000000000000000000097
Pf3D7_01_v3-5-415241-413763	CHEMBL2363135	35.4	96.1	0.027	0.00000000000000000000000000091
Pf3D7_01_v3-5-415241-413763	CHEMBL2363135	35.0	96.1	0.024	0.00000000000000000000000000091
Pf3D7_01_v3-5-415241-413763	CHEMBL2111409	32.7	95.5	0.16	0.0000000000000000000000000013
Pf3D7_01_v3-5-415241-413763	CHEMBL2363852	31.6	91.6	0.50	0.00000000000000000000000002
Pf3D7_01_v3-5-428972-428775	CHEMBL3730	23.9	6.8	3.6	4.8
Pf3D7_01_v3-5-441113-440880	CHEMBL4589	28.9	11.8	0.070	0.097
Pf3D7_01_v3-5-454418-454251	CHEMBL2363965	26.9	13.4	0.17	0.038
Pf3D7_01_v3-5-454418-454251	CHEMBL2363965	25.4	13.4	0.70	0.038
Pf3D7_01_v3-5-495617-495426	CHEMBL5953	29.6	12.4	0.025	0.067
Pf3D7_01_v3-5-495617-495426	CHEMBL5461	22.7	6.7	8.1	4.4
Pf3D7_01_v3-5-497045-496887	CHEMBL1907609	27.3	14.7	0.11	0.013
Pf3D7_01_v3-5-500585-500433	CHEMBL6025	22.3	8.8	6.3	1.2
Pf3D7_01_v3-5-503405-503196	CHEMBL2111469	24.6	7.9	2.1	2.3
Pf3D7_01_v3-5-508580-508377	CHEMBL4691	26.6	13.7	0.33	0.025
Pf3D7_01_v3-5-511244-511065	CHEMBL3038474	23.1	6.9	4.0	4.6
Pf3D7_01_v3-5-515063-514797	CHEMBL1667697	28.5	12.8	0.16	0.076
Pf3D7_01_v3-5-515810-515652	CHEMBL1907609	26.6	14.1	0.21	0.019
Pf3D7_01_v3-5-536636-536445	CHEMBL5340	28.1	9.3	0.078	0.85
Pf3D7_01_v3-5-615440-615288	CHEMBL209	25.4	13.2	0.50	0.046
Pf3D7_01_v3-5-629873-629658	CHEMBL2111426	27.3	13.8	0.21	0.022
Pf3D7_01_v3-5-629873-629658	CHEMBL5460	25.4	8.2	1.1	1.4
Pf3D7_01_v3-5-66821-65820	CHEMBL1792	37.0	15.7	0.006	0.0026
Pf3D7_01_v3-5-68336-68178	CHEMBL2367	26.6	7.9	0.19	3
Pf3D7_01_v3-5-82820-81768	CHEMBL2062357	33.1	12.3	0.055	0.028
Pf3D7_01_v3-5-8282-8118	CHEMBL2353	26.9	13.2	0.14	0.043
Pf3D7_01_v3-6-130978-128963	CHEMBL2206	87.8	801.7	0.000000000000000002	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000017
Pf3D7_01_v3-6-130978-128963	CHEMBL2364022	76.6	552.9	0.000000000000006	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000033
Pf3D7_01_v3-6-141268-141080	CHEMBL2096907	36.2	7.1	0.0001	1.9
Pf3D7_01_v3-6-154852-154505	CHEMBL2096907	48.9	154.3	0.00000002	0.00000000000000000000000000000000000000000000043
Pf3D7_01_v3-6-165967-165788	CHEMBL1744490	24.6	6.3	1.5	6.9
Pf3D7_01_v3-6-170290-169874	CHEMBL5898	67.0	134.1	0.00000000000002	0.0000000000000000000000000000000000000012
Pf3D7_01_v3-6-170290-169874	CHEMBL2062355	66.6	134.1	0.00000000000002	0.0000000000000000000000000000000000000012
Pf3D7_01_v3-6-170290-169874	CHEMBL2382	65.5	127.1	0.00000000000008	0.00000000000000000000000000000000000017
Pf3D7_01_v3-6-184291-182825	CHEMBL3038496	38.5	188.6	0.002	0.000000000000000000000000000000000000000000000000000000061
Pf3D7_01_v3-6-192946-192698	CHEMBL1875	32.0	13.2	0.008	0.049
Pf3D7_01_v3-6-225685-225113	CHEMBL6026	26.6	12.3	4.3	0.04
Pf3D7_01_v3-6-229567-228488	CHEMBL6131	27.7	14.0	4.2	0.0076
Pf3D7_01_v3-6-265537-265211	CHEMBL1988	98.2	149.2	0.0000000000000000000000001	0.000000000000000000000000000000000000000000015
Pf3D7_01_v3-6-265537-265211	CHEMBL4818	98.2	148.6	0.0000000000000000000000001	0.000000000000000000000000000000000000000000022
Pf3D7_01_v3-6-265537-265211	CHEMBL2077	103	147.9	0.000000000000000000000000002	0.000000000000000000000000000000000000000000039
Pf3D7_01_v3-6-265537-265211	CHEMBL4427	102	146.9	0.000000000000000000000000003	0.000000000000000000000000000000000000000000077
